id,category,title,question,answer,intent,keywords,priority,status,approved,source_type
kb_0028,Conversaciones del área,Clasificar area,¿Esto lo debe revisar Logística?,"Si el caso está relacionado con entregas, alistamientos, inventarios, despachos, tiempos operativos y novedades de bodega, puede clasificarse para el área de Logística. Si el impacto cruza varias áreas, conviene radicarlo con área principal y mencionar las áreas relacionadas.",clasificar_area,logística; área; clasificar; responsable,6,active,True,corpus_conversacional_inicial
kb_0029,Conversaciones del área,Crear ticket area,Necesito radicar una solicitud para Logística,"Para radicarla en Logística, registra una descripción clara, selecciona el área correspondiente, define prioridad, adjunta evidencia si aplica y confirma el solicitante. Si el caso afecta calidad, incluye el impacto o riesgo observado.",crear_ticket_area,logística; radicar; solicitud; prioridad,6,active,True,corpus_conversacional_inicial
kb_0030,Conversaciones del área,Clasificar area,¿Esto lo debe revisar Administrativa?,"Si el caso está relacionado con documentos, compras, archivo, comunicaciones internas y gestión de recursos, puede clasificarse para el área de Administrativa. Si el impacto cruza varias áreas, conviene radicarlo con área principal y mencionar las áreas relacionadas.",clasificar_area,administrativa; área; clasificar; responsable,6,active,True,corpus_conversacional_inicial
kb_0031,Conversaciones del área,Crear ticket area,Necesito radicar una solicitud para Administrativa,"Para radicarla en Administrativa, registra una descripción clara, selecciona el área correspondiente, define prioridad, adjunta evidencia si aplica y confirma el solicitante. Si el caso afecta calidad, incluye el impacto o riesgo observado.",crear_ticket_area,administrativa; radicar; solicitud; prioridad,6,active,True,corpus_conversacional_inicial
kb_0032,Conversaciones del área,Clasificar area,¿Esto lo debe revisar Financiera?,"Si el caso está relacionado con pagos, facturación, soportes contables, cartera y validaciones económicas, puede clasificarse para el área de Financiera. Si el impacto cruza varias áreas, conviene radicarlo con área principal y mencionar las áreas relacionadas.",clasificar_area,financiera; área; clasificar; responsable,6,active,True,corpus_conversacional_inicial
kb_0033,Conversaciones del área,Crear ticket area,Necesito radicar una solicitud para Financiera,"Para radicarla en Financiera, registra una descripción clara, selecciona el área correspondiente, define prioridad, adjunta evidencia si aplica y confirma el solicitante. Si el caso afecta calidad, incluye el impacto o riesgo observado.",crear_ticket_area,financiera; radicar; solicitud; prioridad,6,active,True,corpus_conversacional_inicial
kb_0034,Conversaciones del área,Clasificar area,¿Esto lo debe revisar Comercial?,"Si el caso está relacionado con clientes, solicitudes comerciales, cotizaciones, proyectos y seguimiento a requerimientos externos, puede clasificarse para el área de Comercial. Si el impacto cruza varias áreas, conviene radicarlo con área principal y mencionar las áreas relacionadas.",clasificar_area,comercial; área; clasificar; responsable,6,active,True,corpus_conversacional_inicial
kb_0035,Conversaciones del área,Crear ticket area,Necesito radicar una solicitud para Comercial,"Para radicarla en Comercial, registra una descripción clara, selecciona el área correspondiente, define prioridad, adjunta evidencia si aplica y confirma el solicitante. Si el caso afecta calidad, incluye el impacto o riesgo observado.",crear_ticket_area,comercial; radicar; solicitud; prioridad,6,active,True,corpus_conversacional_inicial
kb_0036,Conversaciones del área,Clasificar area,¿Esto lo debe revisar Gerencia?,"Si el caso está relacionado con decisiones, aprobaciones, escalamiento final y prioridades estratégicas, puede clasificarse para el área de Gerencia. Si el impacto cruza varias áreas, conviene radicarlo con área principal y mencionar las áreas relacionadas.",clasificar_area,gerencia; área; clasificar; responsable,6,active,True,corpus_conversacional_inicial
kb_0037,Conversaciones del área,Crear ticket area,Necesito radicar una solicitud para Gerencia,"Para radicarla en Gerencia, registra una descripción clara, selecciona el área correspondiente, define prioridad, adjunta evidencia si aplica y confirma el solicitante. Si el caso afecta calidad, incluye el impacto o riesgo observado.",crear_ticket_area,gerencia; radicar; solicitud; prioridad,6,active,True,corpus_conversacional_inicial
kb_0038,Proceso de calidad,Registrar no conformidad,¿Cómo manejo un caso de no conformidad?,"Un caso de no conformidad debe describirse el incumplimiento, evidencia, proceso afectado, impacto y responsable inicial. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",registrar_no_conformidad,no conformidad; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0039,Proceso de calidad,Registrar no conformidad,Tengo un problema de no conformidad,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",registrar_no_conformidad,no conformidad; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0040,Proceso de calidad,Registrar no conformidad,¿Qué evidencia sirve para no conformidad?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",registrar_no_conformidad,no conformidad; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0041,Proceso de calidad,Registrar no conformidad,Redáctame una respuesta para un caso de no conformidad,"Puedes responder así: Se registra el caso relacionado con no conformidad. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",registrar_no_conformidad,no conformidad; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0042,Proceso de calidad,Accion correctiva,¿Cómo manejo un caso de acción correctiva?,"Un caso de acción correctiva debe orientarse a eliminar la causa raíz y no solo a corregir el efecto inmediato. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",accion_correctiva,acción correctiva; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0043,Proceso de calidad,Accion correctiva,Tengo un problema de acción correctiva,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",accion_correctiva,acción correctiva; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0044,Proceso de calidad,Accion correctiva,¿Qué evidencia sirve para acción correctiva?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",accion_correctiva,acción correctiva; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0045,Proceso de calidad,Accion correctiva,Redáctame una respuesta para un caso de acción correctiva,"Puedes responder así: Se registra el caso relacionado con acción correctiva. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",accion_correctiva,acción correctiva; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0046,Proceso de calidad,Accion preventiva,¿Cómo manejo un caso de acción preventiva?,"Un caso de acción preventiva busca reducir la probabilidad de ocurrencia antes de que el problema se materialice. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",accion_preventiva,acción preventiva; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0047,Proceso de calidad,Accion preventiva,Tengo un problema de acción preventiva,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",accion_preventiva,acción preventiva; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0048,Proceso de calidad,Accion preventiva,¿Qué evidencia sirve para acción preventiva?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",accion_preventiva,acción preventiva; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0049,Proceso de calidad,Accion preventiva,Redáctame una respuesta para un caso de acción preventiva,"Puedes responder así: Se registra el caso relacionado con acción preventiva. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",accion_preventiva,acción preventiva; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0050,Proceso de calidad,Mejora continua,¿Cómo manejo un caso de mejora continua?,"Un caso de mejora continua requiere identificar oportunidad, beneficio esperado, responsable y seguimiento. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",mejora_continua,mejora continua; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0051,Proceso de calidad,Mejora continua,Tengo un problema de mejora continua,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",mejora_continua,mejora continua; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0052,Proceso de calidad,Mejora continua,¿Qué evidencia sirve para mejora continua?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",mejora_continua,mejora continua; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0053,Proceso de calidad,Mejora continua,Redáctame una respuesta para un caso de mejora continua,"Puedes responder así: Se registra el caso relacionado con mejora continua. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",mejora_continua,mejora continua; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0054,Proceso de calidad,Validar evidencia,¿Cómo manejo un caso de evidencia?,"Un caso de evidencia debe ser clara, verificable, fechada y relacionada con el caso. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",validar_evidencia,evidencia; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0055,Proceso de calidad,Validar evidencia,Tengo un problema de evidencia,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",validar_evidencia,evidencia; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0056,Proceso de calidad,Validar evidencia,¿Qué evidencia sirve para evidencia?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",validar_evidencia,evidencia; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0057,Proceso de calidad,Validar evidencia,Redáctame una respuesta para un caso de evidencia,"Puedes responder así: Se registra el caso relacionado con evidencia. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",validar_evidencia,evidencia; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0058,Proceso de calidad,Analisis causa raiz,¿Cómo manejo un caso de causa raíz?,"Un caso de causa raíz puede analizarse con 5 porqués, Ishikawa o revisión de factores del proceso. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",analisis_causa_raiz,causa raíz; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0059,Proceso de calidad,Analisis causa raiz,Tengo un problema de causa raíz,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",analisis_causa_raiz,causa raíz; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0060,Proceso de calidad,Analisis causa raiz,¿Qué evidencia sirve para causa raíz?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",analisis_causa_raiz,causa raíz; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0061,Proceso de calidad,Analisis causa raiz,Redáctame una respuesta para un caso de causa raíz,"Puedes responder así: Se registra el caso relacionado con causa raíz. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",analisis_causa_raiz,causa raíz; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0062,Proceso de calidad,Trazabilidad,¿Cómo manejo un caso de trazabilidad?,"Un caso de trazabilidad debe quedar registro de fecha, usuario, acción, comentario y soporte. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",trazabilidad,trazabilidad; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0063,Proceso de calidad,Trazabilidad,Tengo un problema de trazabilidad,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",trazabilidad,trazabilidad; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0064,Proceso de calidad,Trazabilidad,¿Qué evidencia sirve para trazabilidad?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",trazabilidad,trazabilidad; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0065,Proceso de calidad,Trazabilidad,Redáctame una respuesta para un caso de trazabilidad,"Puedes responder así: Se registra el caso relacionado con trazabilidad. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",trazabilidad,trazabilidad; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0066,Proceso de calidad,Auditoria,¿Cómo manejo un caso de auditoría?,"Un caso de auditoría requiere hallazgo, criterio, evidencia, responsable y plan de acción. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",auditoria,auditoría; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0067,Proceso de calidad,Auditoria,Tengo un problema de auditoría,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",auditoria,auditoría; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0068,Proceso de calidad,Auditoria,¿Qué evidencia sirve para auditoría?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",auditoria,auditoría; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0069,Proceso de calidad,Auditoria,Redáctame una respuesta para un caso de auditoría,"Puedes responder así: Se registra el caso relacionado con auditoría. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",auditoria,auditoría; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0070,Proceso de calidad,Indicador calidad,¿Cómo manejo un caso de indicador?,"Un caso de indicador debe tener fórmula, periodicidad, fuente de datos, meta y responsable. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",indicador_calidad,indicador; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0071,Proceso de calidad,Indicador calidad,Tengo un problema de indicador,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",indicador_calidad,indicador; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0072,Proceso de calidad,Indicador calidad,¿Qué evidencia sirve para indicador?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",indicador_calidad,indicador; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0073,Proceso de calidad,Indicador calidad,Redáctame una respuesta para un caso de indicador,"Puedes responder así: Se registra el caso relacionado con indicador. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",indicador_calidad,indicador; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0074,Proceso de calidad,Gestion riesgo,¿Cómo manejo un caso de riesgo?,"Un caso de riesgo debe evaluar probabilidad, impacto, control existente y acción de tratamiento. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",gestion_riesgo,riesgo; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0075,Proceso de calidad,Gestion riesgo,Tengo un problema de riesgo,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",gestion_riesgo,riesgo; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0076,Proceso de calidad,Gestion riesgo,¿Qué evidencia sirve para riesgo?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",gestion_riesgo,riesgo; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0077,Proceso de calidad,Gestion riesgo,Redáctame una respuesta para un caso de riesgo,"Puedes responder así: Se registra el caso relacionado con riesgo. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",gestion_riesgo,riesgo; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0078,Radicación,Explicar campo radicacion,¿Qué pongo en el campo asunto?,"El asunto debe resumir el caso en pocas palabras, por ejemplo: Retraso en respuesta de calidad o Solicitud de ajuste documental.",explicar_campo_radicacion,asunto; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0079,Radicación,Explicar campo radicacion,¿Qué pongo en el campo descripción?,"La descripción debe explicar qué ocurrió, dónde ocurrió, desde cuándo, qué impacto tiene y qué resultado se espera.",explicar_campo_radicacion,descripción; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0080,Radicación,Explicar campo radicacion,¿Qué pongo en el campo área?,El área debe ser la principal responsable del análisis o atención del caso.,explicar_campo_radicacion,área; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0081,Radicación,Explicar campo radicacion,¿Qué pongo en el campo prioridad?,"La prioridad debe definirse según impacto, urgencia, vencimiento, riesgo y afectación del servicio.",explicar_campo_radicacion,prioridad; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0082,Radicación,Explicar campo radicacion,¿Qué pongo en el campo evidencia?,"La evidencia puede ser un archivo, foto, documento, captura o comentario verificable asociado al hecho.",explicar_campo_radicacion,evidencia; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0083,Radicación,Explicar campo radicacion,¿Qué pongo en el campo responsable?,"El responsable se asigna según área, flujo de trabajo, carga y permisos configurados.",explicar_campo_radicacion,responsable; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0084,Radicación,Explicar campo radicacion,¿Qué pongo en el campo fecha límite?,La fecha límite debe responder a la urgencia y a los acuerdos de servicio definidos.,explicar_campo_radicacion,fecha límite; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0085,Radicación,Radicar solicitud,Necesito crear un ticket,"Para crear un ticket debes registrar asunto, descripción, área, prioridad, solicitante y evidencia si aplica. Después confirma la radicación para que el sistema genere trazabilidad.",radicar_solicitud,necesito; crear; debes; registrar; asunto; descripción; prioridad; solicitante; evidencia; aplica,8,active,True,corpus_conversacional_inicial
